ids,labels,parents
Other Half Brewing Co. - New York City - NY - mid-atlantic,Other Half Brewing Co.,New York City - NY - mid-atlantic
Outer Range Brewing Co - Frisco - CO - mountain,Outer Range Brewing Co,Frisco - CO - mountain
Ozark Beer Co. - Rogers - AR - south,Ozark Beer Co.,Rogers - AR - south
Parish Brewing Company - Broussard - LA - south,Parish Brewing Company,Broussard - LA - south
Pelican Pub & Brewery - Pacific City - OR - northwest,Pelican Pub & Brewery,Pacific City - OR - northwest
Perennial Artisan Ales - St. Louis - MO - midwest,Perennial Artisan Ales,St. Louis - MO - midwest
Perrin Brewing Co. - Alpine - MI - great-lakes,Perrin Brewing Co.,Alpine - MI - great-lakes
Pinthouse Pizza - South Austin - Austin - TX - southwest,Pinthouse Pizza - South Austin,Austin - TX - southwest
Pinthouse Pizza Craft Brewpub - Austin - TX - southwest,Pinthouse Pizza Craft Brewpub,Austin - TX - southwest
Pipeworks Brewing Company - Chicago - IL - great-lakes,Pipeworks Brewing Company,Chicago - IL - great-lakes
Prairie Artisan Ales - Oklahoma City - OK - southwest,Prairie Artisan Ales,Oklahoma City - OK - southwest
Prison City Pub & Brewery - Auburn - NY - mid-atlantic,Prison City Pub & Brewery,Auburn - NY - mid-atlantic
Real Ale Brewing Company - Blanco - TX - southwest,Real Ale Brewing Company,Blanco - TX - southwest
Reuben's Brews - Seattle - WA - northwest,Reuben's Brews,Seattle - WA - northwest
Revolution Brewing - Chicago - IL - great-lakes,Revolution Brewing,Chicago - IL - great-lakes
Rocky Mountain Brewing - Elsmere - CO - mountain,Rocky Mountain Brewing,Elsmere - CO - mountain
Russian River Brewing Company - Santa Rosa - CA - pacific,Russian River Brewing Company,Santa Rosa - CA - pacific
Saint Arnold Brewing Company - Houston - TX - southwest,Saint Arnold Brewing Company,Houston - TX - southwest
Sand City Brewing Co. - Northport - NY - mid-atlantic,Sand City Brewing Co.,Northport - NY - mid-atlantic
Sante Adairius Rustic Ales - Capitola - CA - pacific,Sante Adairius Rustic Ales,Capitola - CA - pacific
Shared Brewing - St. Louis - MO - midwest,Shared Brewing,St. Louis - MO - midwest
Side Project Brewing - Brentwood - MO - midwest,Side Project Brewing,Brentwood - MO - midwest
SingleCut Beersmiths - New York City - NY - mid-atlantic,SingleCut Beersmiths,New York City - NY - mid-atlantic
Small Town Brewery - Wauconda - IL - great-lakes,Small Town Brewery,Wauconda - IL - great-lakes
Smog City Brewing - Torrance - CA - pacific,Smog City Brewing,Torrance - CA - pacific
Snake River Brewing Company & Brewpub - Jackson - WY - mountain,Snake River Brewing Company & Brewpub,Jackson - WY - mountain
Societe Brewing Co. - San Diego - CA - pacific,Societe Brewing Co.,San Diego - CA - pacific
Southern Grist Brewing Co. - Nashville-Davidson - TN - south,Southern Grist Brewing Co.,Nashville-Davidson - TN - south
Southern Prohibition Brewing - Hattiesburg - MS - south,Southern Prohibition Brewing,Hattiesburg - MS - south
Spindletap Brewery - Houston - TX - southwest,Spindletap Brewery,Houston - TX - southwest
Spiteful Brewing - Chicago - IL - great-lakes,Spiteful Brewing,Chicago - IL - great-lakes
Steel Toe Brewing - St. Louis Park - MN - midwest,Steel Toe Brewing,St. Louis Park - MN - midwest
Stillwater Artisanal Ales - Baltimore - MD - mid-atlantic,Stillwater Artisanal Ales,Baltimore - MD - mid-atlantic
Stone Brewing - Escondido - CA - pacific,Stone Brewing,Escondido - CA - pacific
Straight To Ale - Huntsville - AL - south,Straight To Ale,Huntsville - AL - south
Sun Up Brewing Co. - Phoenix - AZ - southwest,Sun Up Brewing Co.,Phoenix - AZ - southwest
Surly Brewing Company - Minneapolis - MN - midwest,Surly Brewing Company,Minneapolis - MN - midwest
Tennessee Brew Works - Nashville-Davidson - TN - south,Tennessee Brew Works,Nashville-Davidson - TN - south
The Alchemist - Stowe - VT - new-england,The Alchemist,Stowe - VT - new-england
The Ale Apothecary - Bend - OR - northwest,The Ale Apothecary,Bend - OR - northwest
The Answer Brewpub - Westhampton - VA - south-atlantic,The Answer Brewpub,Westhampton - VA - south-atlantic
The Bruery - Placentia - CA - pacific,The Bruery,Placentia - CA - pacific
The Collective Brewing Project - Fort Worth - TX - southwest,The Collective Brewing Project,Fort Worth - TX - southwest
The Lone Pint Brewery - Magnolia - TX - southwest,The Lone Pint Brewery,Magnolia - TX - southwest
The Lost Abbey - San Marcos - CA - pacific,The Lost Abbey,San Marcos - CA - pacific
The Rare Barrel - Berkeley - CA - pacific,The Rare Barrel,Berkeley - CA - pacific
The Veil Brewing Co. - Richmond - VA - south-atlantic,The Veil Brewing Co.,Richmond - VA - south-atlantic
The Virginia Beer Company - Queenswood - VA - south-atlantic,The Virginia Beer Company,Queenswood - VA - south-atlantic
The Wrecking Bar Brewpub - Atlanta - GA - south-atlantic,The Wrecking Bar Brewpub,Atlanta - GA - south-atlantic
Thirsty Dog Brewing Company - Akron - OH - great-lakes,Thirsty Dog Brewing Company,Akron - OH - great-lakes
Tilted Barn Brewery - Exeter - RI - new-england,Tilted Barn Brewery,Exeter - RI - new-england
Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,Tired Hands Brewing Company,Lower Merion Township - PA - mid-atlantic
Tombstone Brewing Company - Tombstone - AZ - southwest,Tombstone Brewing Company,Tombstone - AZ - southwest
Toppling Goliath Brewing Company - Decorah - IA - midwest,Toppling Goliath Brewing Company,Decorah - IA - midwest
Transient Artisan Ales - Bridgman - MI - great-lakes,Transient Artisan Ales,Bridgman - MI - great-lakes
Tree House Brewing Company - Charlton - MA - new-england,Tree House Brewing Company,Charlton - MA - new-england
Trillium Brewing Company - Boston - MA - new-england,Trillium Brewing Company,Boston - MA - new-england
Trimtab Brewing Company - Birmingham - AL - south,Trimtab Brewing Company,Birmingham - AL - south
Turning Point Beer - Bedford - TX - southwest,Turning Point Beer,Bedford - TX - southwest
Uinta Brewing Company - Salt Lake City - UT - mountain,Uinta Brewing Company,Salt Lake City - UT - mountain
Untitled Art - Waunakee - WI - great-lakes,Untitled Art,Waunakee - WI - great-lakes
Upland Brewing Company - Bloomington - IN - great-lakes,Upland Brewing Company,Bloomington - IN - great-lakes
Upright Brewing Company - Portland - OR - northwest,Upright Brewing Company,Portland - OR - northwest
Voodoo Brewery - Meadville - PA - mid-atlantic,Voodoo Brewery,Meadville - PA - mid-atlantic
WeldWerks Brewing Co. - Greeley - CO - mountain,WeldWerks Brewing Co.,Greeley - CO - mountain
West Sixth Brewing Company - Lexington - KY - south,West Sixth Brewing Company,Lexington - KY - south
Westbrook Brewing Co. - Mount Pleasant - SC - south-atlantic,Westbrook Brewing Co.,Mount Pleasant - SC - south-atlantic
Wicked Weed Brewing - Asheville - NC - south-atlantic,Wicked Weed Brewing,Asheville - NC - south-atlantic
Willoughby Brewing - Willoughby - OH - great-lakes,Willoughby Brewing,Willoughby - OH - great-lakes
Wiseacre Brewing - Memphis - TN - south,Wiseacre Brewing,Memphis - TN - south
Yalobusha Brewing Company - Water Valley - MS - south,Yalobusha Brewing Company,Water Valley - MS - south
Yazoo Brewing Company - Nashville-Davidson - TN - south,Yazoo Brewing Company,Nashville-Davidson - TN - south
de Garde Brewing - Tillamook - OR - northwest,de Garde Brewing,Tillamook - OR - northwest
Russian Imperial Stout - 18th Street Brewery - Gary Taproom - Gary - IN - great-lakes,Russian Imperial Stout,18th Street Brewery - Gary Taproom - Gary - IN - great-lakes
Russian Imperial Stout - 3 Floyds Brewing Co. - Munster - IN - great-lakes,Russian Imperial Stout,3 Floyds Brewing Co. - Munster - IN - great-lakes
American Wild Ale - 3 Floyds Brewing Co. - Munster - IN - great-lakes,American Wild Ale,3 Floyds Brewing Co. - Munster - IN - great-lakes
American Barleywine - 3 Floyds Brewing Co. - Munster - IN - great-lakes,American Barleywine,3 Floyds Brewing Co. - Munster - IN - great-lakes
American Imperial IPA - 3 Floyds Brewing Co. - Munster - IN - great-lakes,American Imperial IPA,3 Floyds Brewing Co. - Munster - IN - great-lakes
American Imperial Porter - 3 Floyds Brewing Co. - Munster - IN - great-lakes,American Imperial Porter,3 Floyds Brewing Co. - Munster - IN - great-lakes
American Pale Ale (APA) - 3 Floyds Brewing Co. - Munster - IN - great-lakes,American Pale Ale (APA),3 Floyds Brewing Co. - Munster - IN - great-lakes
American Imperial Stout - 3 Sons Brewing Company - Dania Beach - FL - south-atlantic,American Imperial Stout,3 Sons Brewing Company - Dania Beach - FL - south-atlantic
English Sweet / Milk Stout - 4 Hands Brewing Co. - St. Louis - MO - midwest,English Sweet / Milk Stout,4 Hands Brewing Co. - St. Louis - MO - midwest
American Imperial Stout - 4 Hands Brewing Co. - St. Louis - MO - midwest,American Imperial Stout,4 Hands Brewing Co. - St. Louis - MO - midwest
American Pale Ale (APA) - 515 Brewing Company - Clive - IA - midwest,American Pale Ale (APA),515 Brewing Company - Clive - IA - midwest
British Barleywine - Against The Grain Brewery & Smokehouse - Louisville - KY - south,British Barleywine,Against The Grain Brewery & Smokehouse - Louisville - KY - south
Russian Imperial Stout - Against The Grain Brewery & Smokehouse - Louisville - KY - south,Russian Imperial Stout,Against The Grain Brewery & Smokehouse - Louisville - KY - south
English Sweet / Milk Stout - Against The Grain Brewery & Smokehouse - Louisville - KY - south,English Sweet / Milk Stout,Against The Grain Brewery & Smokehouse - Louisville - KY - south
American Imperial Stout - Al's of Hampden / Pizza Boy Brewing - Mount View - PA - mid-atlantic,American Imperial Stout,Al's of Hampden / Pizza Boy Brewing - Mount View - PA - mid-atlantic
American Imperial Stout - AleSmith Brewing Company - San Diego - CA - pacific,American Imperial Stout,AleSmith Brewing Company - San Diego - CA - pacific
Belgian Fruit Lambic - Allagash Brewing Company - Portland - ME - new-england,Belgian Fruit Lambic,Allagash Brewing Company - Portland - ME - new-england
American Wild Ale - Alpine Beer Company - San Diego - CA - pacific,American Wild Ale,Alpine Beer Company - San Diego - CA - pacific
American Imperial IPA - Alpine Beer Company - San Diego - CA - pacific,American Imperial IPA,Alpine Beer Company - San Diego - CA - pacific
American Barleywine - Alpine Beer Company - San Diego - CA - pacific,American Barleywine,Alpine Beer Company - San Diego - CA - pacific
American IPA - Alpine Beer Company - San Diego - CA - pacific,American IPA,Alpine Beer Company - San Diego - CA - pacific
American Wild Ale - American Solera - Kengle - OK - southwest,American Wild Ale,American Solera - Kengle - OK - southwest
Belgian IPA - Anchorage Brewing Company - Anchorage - AK - northwest,Belgian IPA,Anchorage Brewing Company - Anchorage - AK - northwest
American Barleywine - Anchorage Brewing Company - Anchorage - AK - northwest,American Barleywine,Anchorage Brewing Company - Anchorage - AK - northwest
American Imperial IPA - Anchorage Brewing Company - Anchorage - AK - northwest,American Imperial IPA,Anchorage Brewing Company - Anchorage - AK - northwest
American Imperial Stout - Angry Chair Brewing - Tampa - FL - south-atlantic,American Imperial Stout,Angry Chair Brewing - Tampa - FL - south-atlantic
English Sweet / Milk Stout - Angry Chair Brewing - Tampa - FL - south-atlantic,English Sweet / Milk Stout,Angry Chair Brewing - Tampa - FL - south-atlantic
American Wild Ale - Arclight Brewing Company - Watervliet - MI - great-lakes,American Wild Ale,Arclight Brewing Company - Watervliet - MI - great-lakes
American Imperial IPA - Arizona Wilderness Brewing Co. - Gilbert - AZ - southwest,American Imperial IPA,Arizona Wilderness Brewing Co. - Gilbert - AZ - southwest
American Imperial Stout - Arizona Wilderness Brewing Co. - Gilbert - AZ - southwest,American Imperial Stout,Arizona Wilderness Brewing Co. - Gilbert - AZ - southwest
New England IPA - Aslin Beer Company - Herndon - VA - south-atlantic,New England IPA,Aslin Beer Company - Herndon - VA - south-atlantic
American Imperial Stout - Aslin Beer Company - Herndon - VA - south-atlantic,American Imperial Stout,Aslin Beer Company - Herndon - VA - south-atlantic
American Imperial IPA - Austin Beerworks - Austin - TX - southwest,American Imperial IPA,Austin Beerworks - Austin - TX - southwest
Russian Imperial Stout - Austin Beerworks - Austin - TX - southwest,Russian Imperial Stout,Austin Beerworks - Austin - TX - southwest
American Imperial Stout - Avery Brewing Company - Boulder - CO - mountain,American Imperial Stout,Avery Brewing Company - Boulder - CO - mountain
Belgian Strong Dark Ale - Avery Brewing Company - Boulder - CO - mountain,Belgian Strong Dark Ale,Avery Brewing Company - Boulder - CO - mountain
American Imperial IPA - Avery Brewing Company - Boulder - CO - mountain,American Imperial IPA,Avery Brewing Company - Boulder - CO - mountain
American IPA - Ballast Point Brewing Company - San Diego - CA - pacific,American IPA,Ballast Point Brewing Company - San Diego - CA - pacific
American Imperial Porter - Ballast Point Brewing Company - San Diego - CA - pacific,American Imperial Porter,Ballast Point Brewing Company - San Diego - CA - pacific
American Black Ale - Barley Brown's Brewpub - Baker City - OR - northwest,American Black Ale,Barley Brown's Brewpub - Baker City - OR - northwest
American Imperial IPA - Barley Brown's Brewpub - Baker City - OR - northwest,American Imperial IPA,Barley Brown's Brewpub - Baker City - OR - northwest
American IPA - Barley Brown's Brewpub - Baker City - OR - northwest,American IPA,Barley Brown's Brewpub - Baker City - OR - northwest
Baltic Porter - Barley John's Brew Pub - New Brighton - MN - midwest,Baltic Porter,Barley John's Brew Pub - New Brighton - MN - midwest
New England IPA - Barrel Theory Beer Company - Saint Paul - MN - midwest,New England IPA,Barrel Theory Beer Company - Saint Paul - MN - midwest
American Imperial IPA - Barrel Theory Beer Company - Saint Paul - MN - midwest,American Imperial IPA,Barrel Theory Beer Company - Saint Paul - MN - midwest
American Imperial IPA - Bearded Iris Brewing - Nashville-Davidson - TN - south,American Imperial IPA,Bearded Iris Brewing - Nashville-Davidson - TN - south
American IPA - Bearded Iris Brewing - Nashville-Davidson - TN - south,American IPA,Bearded Iris Brewing - Nashville-Davidson - TN - south
New England IPA - Bearded Iris Brewing - Nashville-Davidson - TN - south,New England IPA,Bearded Iris Brewing - Nashville-Davidson - TN - south
American Imperial Stout - Bearded Iris Brewing - Nashville-Davidson - TN - south,American Imperial Stout,Bearded Iris Brewing - Nashville-Davidson - TN - south
American Imperial IPA - Bell's Brewery - Eccentric Café & General Store - Kalamazoo - MI - great-lakes,American Imperial IPA,Bell's Brewery - Eccentric Café & General Store - Kalamazoo - MI - great-lakes
American Imperial Stout - Bell's Brewery - Eccentric Café & General Store - Kalamazoo - MI - great-lakes,American Imperial Stout,Bell's Brewery - Eccentric Café & General Store - Kalamazoo - MI - great-lakes
Russian Imperial Stout - Bell's Brewery - Eccentric Café & General Store - Kalamazoo - MI - great-lakes,Russian Imperial Stout,Bell's Brewery - Eccentric Café & General Store - Kalamazoo - MI - great-lakes
American Black Ale - Bent Paddle Brewing Co. - Duluth - MN - midwest,American Black Ale,Bent Paddle Brewing Co. - Duluth - MN - midwest
Russian Imperial Stout - Big Sky Brewing Company - Missoula - MT - mountain,Russian Imperial Stout,Big Sky Brewing Company - Missoula - MT - mountain
New England IPA - Bissell Brothers Brewing Co. - Portland - ME - new-england,New England IPA,Bissell Brothers Brewing Co. - Portland - ME - new-england
American Imperial Stout - Black Raven Brewing Co. - Redmond - WA - northwest,American Imperial Stout,Black Raven Brewing Co. - Redmond - WA - northwest
American Barleywine - Black Raven Brewing Co. - Redmond - WA - northwest,American Barleywine,Black Raven Brewing Co. - Redmond - WA - northwest
Belgian Saison - Blackberry Farm Brewery - Maryville - TN - south,Belgian Saison,Blackberry Farm Brewery - Maryville - TN - south
American Imperial Stout - Blackstone Brewing Company - Nashville-Davidson - TN - south,American Imperial Stout,Blackstone Brewing Company - Nashville-Davidson - TN - south
American Imperial IPA - Block 15 Brewery & Restaurant - Corvallis - OR - northwest,American Imperial IPA,Block 15 Brewery & Restaurant - Corvallis - OR - northwest
New England IPA - Block 15 Brewery & Restaurant - Corvallis - OR - northwest,New England IPA,Block 15 Brewery & Restaurant - Corvallis - OR - northwest
American Wild Ale - Block 15 Brewery & Restaurant - Corvallis - OR - northwest,American Wild Ale,Block 15 Brewery & Restaurant - Corvallis - OR - northwest
American Imperial Stout - Block 15 Brewery & Restaurant - Corvallis - OR - northwest,American Imperial Stout,Block 15 Brewery & Restaurant - Corvallis - OR - northwest
